Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott","Stefan Rudnicki, Harlan Ellison","=""0812550706""","=""9780812550702""",5,4.30,Macmillan Audio,Audiobook,324,2004,1985,,2012/12/26,,,read,"I really enjoyed this book, it gives a new insight in the strategies of war and how society changes with time, that plus the story is pretty good and the world building is awesome, so much lore. <br/>I Dont want to spoil, just read it ok?",,,1,,,0,,,,,
4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""0739380338""","=""9780739380338""",2,4.51,,Audio CD,11,2009,2009,,2012/12/26,fantasy,fantasy (#8),read,,,,1,,,0,,,,,
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",2,4.24,Hyperion Books,Hardcover,279,2006,2006,,2012/12/26,fantasy,fantasy (#7),read,,,,1,,,0,,,,,
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",3,4.25,Disney Hyperion Books,Paperback,375,2006,2005,,2012/12/26,fantasy,fantasy (#6),read,,,,1,,,0,,,,,
33,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.50,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,,2012/12/26,fantasy,fantasy (#5),read,,,,1,,,0,,,,,
9405756,Black Silk,Jan Gordon,"Gordon, Jan",,"=""""","=""2940000698679""",2,3.52,Jan Gordon,Nook,125,2009,2009,,2012/12/25,fantasy,fantasy (#4),read,"Its a good paranormal romance, with a lot of Nice sexy scenes. But the story is flat out boring(assuming there is any story). But at least the were-panther romance theme is shown quite deeply, actually making some difference in the romance.<br/>U want sexy times then read it. If not then its not gonna make much of a difference.",,,1,,,0,,,,,
6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""1416989412""","=""9781416989417""",2,3.97,Simon & Schuster BFYR,Hardcover,391,2009,2009,,2012/12/14,fantasy,fantasy (#3),read,"Overall: meh<br/><br/>The story line is pretty poor and you can see it coming from page 1. Only cool thing about the book: stick Your fingers on yours boyfriend scars to get high XD.<br/><br/>Seriously now, is just a normal romance book, not even a good one, had trouble getting in to it and only finished it out of sheer will.<br/>If you are a romance novel fan, look for something better, seriously.",,,1,,,0,,,,,
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.10,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2012/12/14,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",5,4.56,DAW Books,Hardcover,994,2011,2011,,2012/12/14,fantasy,fantasy (#2),read,"this book totally throws up that ""second parts are never good"" expression, i loved this book as much as the first one, or even better(because lets reckon who doesnt like iron abs and fighting from time to time*cough* dont forget Felurian*cough*)<br/><br/>the book is a sequel to ""The name of the wind"",(that u should totally read if u havent) and tells us how the life of Kvothe is evolving, with more action than the first one, and SPOILER ALERT!! a hell of a lot more money on Kvothe's hands END SPOILER<br/><br/>to make it short<br/>WHY THE HELL ARE U STILL HERE??!!!,GO FETCH IT,THIS BOOK IS A MUST:",,,2,EVERYONE,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.53,Penguin Group DAW,Hardcover,662,2007,2007,,2012/12/14,fantasy,fantasy (#2),read,"this book had me on edge from start to end, you should really give it a try.<br/>the world building is awesome and the characters are pretty well rounded up as well(gotta love Elodin and Auri, when they come in, AUri in later books tho)<br/><br/>Kvothe was born in the edena ruth family(traveling actors and performers) but his whole life changed when he came across an ""arcanist"" that started teaching him ""sympathy"", it was all peachy and happy untill the Chandrian come in and flat out kill everyone except for Kvothe, that is on the run, alone...this is where it beggins, the race to earn a living and hone his skills...<br/>should defenetly read it!",,,1,,,0,,,,,
9640626,"My Life as a White Trash Zombie (White Trash Zombie, #1)",Diana Rowland,"Rowland, Diana",Daniel Dos Santos,"=""0756406757""","=""9780756406752""",4,3.93,DAW,Mass Market Paperback,320,2011,2011,2012/12/14,2012/12/14,zombies,zombies (#1),read,"finally something out of the classic zombie infection apocalipse topic.<br/>the book really does give some interesting new insights on zombies, taking on real life zombie perspective. but note, its not recommended for sensitive people, as some feeding scenes are gross and you may be overwhelmed, if ur made of iron just like me, then go for it^^",,,1,,,0,,,,,
