Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
16131226,"This is How You Die: Stories of the Inscrutable, Infallible, Inescapable Machine of Death (Machine of Death, #2)",Ryan North,"North, Ryan","Matthew Bennardo, David Malki, 'Nathan Burgoine, Toby W. Rush, Rhiannon Kelly, Ryan Estrada, George Page III, Chandler Kaiden, Tom Francis, Grace Seybold, D.L.E. Roger, Daliso Chaponda, John Takis, Ada Hoffmann, Karen Stay Ahlstrom, Gord Sellar, Marleigh Norton, Sarah Pavis, Ren Warom, Liz Argall, John Chernega, Bill Chernega, Richard Salter, Ed    Turner, Hollan Lane, Martin Livings, Kyle Schoenfeld, M.J. Leitch, Brigita Orel, Erika Hammerschmidt, Rebecca    Black","=""1455529397""","=""9781455529391""",0,4.12,Grand Central Publishing,Paperback,508,2013,2013,,2013/04/26,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
15839025,"The Exile's Violin (Tethys Chronicles, #1)",R.S. Hunter,"Hunter, R.S.",,"=""""","=""""",5,3.67,Hydra Publications,Kindle Edition,226,2012,2012,2013/04/23,2013/01/19,steampunk-ish,steampunk-ish (#1),read,,,,1,,,0,,,,,
16299856,Flowers of the Sky: The Collection,R.S. Hunter,"Hunter, R.S.",,"=""""","=""2940015732528""",0,4.50,R.S. Hunter,Nook,,2012,2012,,2013/04/23,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
9222475,"Infernal Devices (Infernal Devices, #1)",K.W. Jeter,"Jeter, K.W.",,"=""0857660977""","=""9780857660978""",0,3.36,Angry Robot Books,Mass Market Paperback,384,2011,1986,,2013/04/16,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""0553804677""","=""9780553804676""",0,4.28,Bantam Spectra,Hardcover,499,2006,2006,,2013/04/10,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",5,3.82,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,,2013/04/08,,,read,,,,1,,,0,,,,,
9548075,"Machine of Death: A Collection of Stories About People Who Know How They Will Die (Machine of Death, #1)",Ryan North,"North, Ryan","Matthew Bennardo, David Malki, Camille Alexa, Yahtzee Croshaw, Randall Munroe, Brian Quinlan, Jeffrey Brown, Aaron Diaz, Kazu Kibuishi, Scott C., Roger Langridge, Karl Kerschl, Cameron Stewart, Tom Francis, Dean Trippe, Erin McKean, James L. Sutter, Kate Beaton, Jeff Stautz, J. Jack Unrau, Brandon Bolt, Shannon Wheeler, Kit Yona, Vera Brosgol, Jeffrey C. Wells, Christopher Hastings, K.M. Lawrence, David Michael Wharton, Brian McLachlan, John Chernega, Paul Horn, Camron Miller, Chris Cox, Les McClaine, Kevin McShane, Kean Soo, K. Sekelsky, James Foreman, Douglas J. Lane","=""0982167121""","=""9780982167120""",0,3.94,Machines of Death,Paperback,452,2010,2010,,2013/04/08,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
1656001,The Host,Stephenie Meyer,"Meyer, Stephenie",,"=""0316068047""","=""9780316068048""",3,3.84,"Little, Brown and Company",Hardcover,620,2008,2008,,2013/04/07,masoquism,masoquism (#1),read,"I read this book AFTER watching the movie in search for some redeeming quality. I didnt find one. Not only this book is a copy cat of stephanies other books, meaning its all about a love triangle in which the characters have torturing sentimental relationships.<br/>The good side of things is that is considered scifi(theres a lot of fiction, of you count the aliens, but litle to none science, but hey) and that makes it more appealing to me.<br/>The book has some troubles with the pace with overdrawn scenes from time to time but it overall does a good job, i did find quite amusing the conversations between Wanda and Mel, Mel always having that sarcastical side that i love. I Dont quite get the motivations of the humans to keep fighting when its quite clear that the world is wayyyy better without us and the aliens are perfect in every sense of the world. Overall, my opinion of the movie lowered after reading the book, because it seems that all the blondes were portrayed with jet black hair in the film and the other way around, good thing stephanie was present at casting and filming, just in case the director thought of adapting it right.<br/>You can totally pass on this one.",,,1,,,0,,,,,
54984,"La catedral del mar (La catedral del mar, #1)",Ildefonso Falcones,"Falcones, Ildefonso",,"=""""","=""9788425340031""",5,4.11,Grijalbo,Hardcover,672,2006,2006,,2013/04/02,se-puede-ser-mas-heavy,se-puede-ser-mas-heavy (#1),read,,,,1,,,0,,,,,
7124095,"Gone (Wake, #3)",Lisa McMann,"McMann, Lisa",,"=""1416979182""","=""9781416979180""",3,3.72,Simon Pulse,Hardcover,214,2010,2010,,2013/04/02,,,read,,,,1,,,0,,,,,
3657138,"Fade (Wake, #2)",Lisa McMann,"McMann, Lisa",,"=""1416953582""","=""9781416953586""",3,3.94,Simon Pulse,Hardcover,248,2009,2009,,2013/04/02,,,read,,,,1,,,0,,,,,
1661957,"Wake (Wake, #1)",Lisa McMann,"McMann, Lisa",,"=""1416953574""","=""9781416953579""",3,3.75,Simon Pulse,Hardcover,210,2008,2008,,2013/04/02,,,read,,,,1,,,0,,,,,
61264,Silk,Alessandro Baricco,"Baricco, Alessandro",Guido Waldman,"=""0375703829""","=""9780375703829""",4,3.85,Vintage Books USA,Paperback,91,1998,1996,,2013/03/19,,,read,,,,1,,,0,,,,,
8596384,"The Shepherd's Tale (Serenity, #3)",Joss Whedon,"Whedon, Joss","Zack Whedon, Chris Samnee, Dave    Stewart, Steve Morris","=""1595825614""","=""9781595825612""",4,4.09,Dark Horse Comics,Hardcover,56,2010,2010,,2013/02/12,,,read,,,,1,,,0,,,,,
13630153,"The Guild: Knights of Good (The Guild Collection, #2)",Felicia Day,"Day, Felicia","Jeff   Lewis, Sean Becker, Kim Evey, Sandeep Parikh, Ron Chan, Becky Cloonan, Dave    Stewart, Michelle Madsen, Jeremy A. Bastian, Wellinton Alves, Jason Gorder, Tim Seeley, Adam Warren, Emily Warren, Darick Robertson, Richard P. Clark, Kristian Donaldson, Evan Bryce, Andrew Currie","=""1595829008""","=""9781595829009""",0,4.16,Dark Horse Comics,Paperback,142,2012,2012,,2013/02/13,gaming,gaming (#5),read,,,,1,,,0,,,,,
13539044,The Silver Linings Playbook,Matthew Quick,"Quick, Matthew",,"=""0374533571""","=""9780374533571""",5,3.99,"Sarah Crichton Books / Farrar, Straus and Giroux",Paperback,289,2012,2008,,2013/02/02,,,read,,,,1,,,0,,,,,
8585524,"Edge of Destiny (Guild Wars, #2)",J. Robert King,"King, J. Robert",,"=""""","=""""",3,3.55,Pocket Star,Kindle Edition,352,2010,2010,2013/03/08,2013/02/27,gaming,gaming (#7),read,,,,1,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.90,Ace Books,Mass Market Paperback,271,1984,1984,,2013/03/05,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
6862,Amsterdam,Ian McEwan,"McEwan, Ian",,"=""0385494246""","=""9780385494243""",0,3.43,Anchor Books/Knopf Doubleday Publishing Group,Paperback,208,1999,1998,,2013/03/01,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
263082,"Geomancer (The Well of Echoes, #1)",Ian Irvine,"Irvine, Ian",,"=""1841491373""","=""9781841491370""",4,3.86,,,621,,2001,,2013/02/27,fantasy,fantasy (#23),read,,,,1,,,0,,,,,
231599,"Mass Effect: Revelation (Mass Effect, #1)",Drew Karpyshyn,"Karpyshyn, Drew",,"=""034549816X""","=""9780345498168""",0,3.70,Del Rey,Paperback,323,2007,2007,,2013/02/27,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
9476967,Deus Ex: Icarus Effect,James Swallow,"Swallow, James",,"=""0345523598""","=""9780345523594""",0,3.53,Del Rey,Paperback,352,2011,2011,,2013/02/27,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
133765,Those Left Behind (Serenity #1),Joss Whedon,"Whedon, Joss","Brett Matthews, Will Conrad","=""1593074492""","=""9781593074494""",5,4.04,Dark Horse Books,Paperback,96,2006,2006,,2013/02/12,comic-manga,comic-manga (#4),read,"as a firefly fan i loved this, a sneek peek into another story that we didnt get to see on the show not the film.<br/>sure it may not be the best comic ever, but hell its firefly!! do you need any more motivation to get reading it? reads fast, as in really fast and its hiper-thin.",,,1,,,0,,,,,
6760654,"ソードアート・オンライン 2: アインクラッド [Sōdo āto onrain 2: Ainkuraddo] (Sword Art Online Light Novel, #2)",Reki Kawahara,"Kawahara, Reki","Reki Kawahara, abec, あべし","=""404867935X""","=""9784048679350""",5,4.24,ASCII Media Works,Paperback,351,2009,2009,,2013/01/07,"gaming, comic-manga","gaming (#2), comic-manga (#3)",read,,,,1,,,0,,,,,
7800202,"ソードアート・オンライン 3: フェアリィ・ダンス [Sōdo āto onrain 3: Fearyi Dansu] (Sword Art Online Light Novel, #3)",Reki Kawahara,"Kawahara, Reki","Reki Kawahara, abec, あべし","=""4048681931""","=""9784048681933""",4,4.17,ASCII Media Works,Paperback,315,2009,2009,,2013/01/15,"gaming, comic-manga","gaming (#4), comic-manga (#2)",read,"For a light novel it has everything i ever hoped for, enought detail to be inmersive but its well delivered so it doesnt bore me at all. The story is all right. You should read it if you like the SAO universe and you should read it even if its because its short",,,1,,,0,,,,,
8693600,"The Guild (The Guild, #1)",Felicia Day,"Day, Felicia","Jim Rugg, Dan Jackson","=""1595825495""","=""9781595825490""",5,4.22,Dark Horse,Paperback,95,2010,2010,,2013/02/27,"gaming, comic-manga","gaming (#6), comic-manga (#1)",read,,,,1,,,0,,,,,
15177,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",Barry Hughart,"Hughart, Barry",,"=""0345321383""","=""9780345321381""",4,4.29,Del Rey,Paperback,278,1985,1984,2013/02/22,2013/02/02,,,read,,,,1,,,0,,,,,
2408602,"The Red Wolf Conspiracy (The Chathrand Voyage, #1)",Robert V.S. Redick,"Redick, Robert V.S.",,"=""0575081775""","=""9780575081772""",0,3.69,Gollancz,Hardcover,560,2008,2008,,2013/02/13,"fantasy, to-read","fantasy (#22), to-read (#14)",to-read,,,,0,,,0,,,,,
287078,Serenity,Keith R.A. DeCandido,"DeCandido, Keith R.A.",Joss Whedon,"=""1416507558""","=""9781416507550""",0,4.34,Pocket Star Books,Mass Market Paperback,260,2005,2005,,2013/02/12,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
18194,The Cyberiad,Stanisław Lem,"Lem, Stanisław","Michael Kandel, Daniel Mróz","=""0156027593""","=""9780156027595""",0,4.18,Harcourt,Paperback,295,2002,1965,,2013/02/07,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
497121,Memoirs Found in a Bathtub,Stanisław Lem,"Lem, Stanisław","Christine  Rose, Michael Kandel","=""0156585855""","=""9780156585859""",0,3.78,Mariner Books,Paperback,204,1986,1961,,2013/02/07,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",2,4.01,Crown,Hardcover,342,2006,2006,2013/02/06,2013/01/28,zombies,zombies (#5),read,"Lacks any major or minor argument, its really unaccurate, it even contradicts itself some times. Like the blind man, -i rock because i can hear Where their mouth is so i can kill em,- but that did not take into account the crawlers or the zombies that flat out didnt moan.<br/><br/>Also, even of its cool through the first 40 pgs, it gets boring and plain real soon real quick.<br/>Just the standard interview followed by-hey have u tried urban combat that was the worst- then the -oh but i survived-. The end. Each and everytime.",,,1,,,0,,,,,
4893643,"FreakAngels, Volume 1 (FreakAngels, #1)",Warren Ellis,"Ellis, Warren",Paul Duffield,"=""1592910564""","=""9781592910564""",0,4.01,Avatar Press,Paperback,144,2008,2008,,2013/02/06,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
8606706,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,4.20,MTV Books,Kindle Edition,222,1999,1999,,2013/02/04,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
1022841,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,"=""0425036987""","=""9780425036983""",5,4.23,Berkley,Mass Market Paperback,537,1977,1965,,2013/02/03,,,read,a classic evryone should read. excellent world building and character development. a mayor YES!!,,,1,,,0,,,,,
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",0,4.14,Simon & Schuster,Hardcover,627,2011,2011,,2013/02/03,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",0,4.19,Katherine Tegen Books,Paperback,487,2012,2011,,2013/01/29,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
6226363,"Future Diary, Volume 01 (Future Diary, #1)",Sakae Esuno,"Esuno, Sakae",,"=""1427815577""","=""9781427815576""",0,4.17,TokyoPop,Paperback,195,2009,2006,,2013/01/29,"to-read, comic-manga","to-read (#6), comic-manga (#6)",to-read,,,,0,,,0,,,,,
3704125,"Il talismano del potere (Le Cronache del Mondo Emerso, #3)",Licia Troisi,"Troisi, Licia",,"=""8804537086""","=""9788804537083""",5,4.06,Mondadori,Hardcover,528,2005,2005,,2013/01/29,fantasy,fantasy (#21),read,,,,1,,,0,,,,,
3704118,"La missione di Sennar (Le Cronache del Mondo Emerso, #2)",Licia Troisi,"Troisi, Licia",,"=""8804532971""","=""9788804532972""",5,3.98,Mondadori,Hardcover,403,2004,2004,,2013/01/29,fantasy,fantasy (#20),read,,,,1,,,0,,,,,
3704107,"Nihal della terra del vento (Le Cronache del Mondo Emerso, #1)",Licia Troisi,"Troisi, Licia",,"=""8804528850""","=""9788804528852""",5,3.97,Mondadori,Hardcover,386,2004,2004,,2013/01/29,fantasy,fantasy (#19),read,,,,1,,,0,,,,,
6069705,Speaking in Silver (Hablando en Plata),Ignacio Ochoa,"Ochoa, Ignacio",Federico López Socasau,"=""""","=""9788478808182""",5,3.68,Ediciones Temas de Hoy,Paperback,183,2003,1999,,2013/01/29,no-argument-but-effin-fun-book,no-argument-but-effin-fun-book (#1),read,,,,1,,,0,,,,,
69153,"El clan del oso cavernario (Los Hijos de la Tierra, #1)",Jean M. Auel,"Auel, Jean M.",Leonor Tejada Conde-Pelayo,"=""8422644037""","=""9788422644033""",0,4.05,Círculo de Lectores,Hardcover,573,1993,1980,,2013/01/28,,,read,,,,1,,,0,,,,,
11508448,El valle de los caballos,Jean M. Auel,"Auel, Jean M.",,"=""""","=""9788422644774""",0,3.99,Círculo de Lectores,Hardcover,621,,1982,,2013/01/28,,,read,,,,1,,,0,,,,,
12766833,"Even White Trash Zombies Get the Blues (White Trash Zombie, #2)",Diana Rowland,"Rowland, Diana",Daniel Dos Santos,"=""0756407508""","=""9780756407506""",4,4.07,DAW,Mass Market Paperback,312,2012,2012,2013/01/25,2012/12/14,,,read,,,,1,,,0,,,,,
2800905,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,"Armstrong, Kelley",,"=""0061662690""","=""9780061662690""",4,4.02,HarperCollins,Hardcover,390,2008,2008,,2013/01/21,,,read,,,,1,,,0,,,,,
3402079,La Trilogía de la Niebla,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""8408074474""","=""9788408074472""",5,4.12,Planeta,Hardcover,877,2007,2007,,2013/01/19,,,read,Esta trilogía ha sido de los pocos libros que me han enganchado tanto que me quede sin tomarme las uvas el año que me lo leí porque no podía parar de leer. Y no pare de hecho hasta que no termine.<br/><br/>Deberías de leertelo. ,,,1,,,0,,,,,
4772422,El juego del ángel (El cementerio de los libros olvidados #2),Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""8408081187""","=""9788408081180""",5,3.93,Planeta,Hardcover,667,2008,2008,,2013/01/19,,,read,,,,1,,,0,,,,,
49305,"El sobrino del mago (Las Crónicas de Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Gemma Gallart, Pauline Baynes, Cliff Nielsen","=""8408057022""","=""9788408057024""",3,4.04,Ediciones Planeta/Destino,Hardcover,256,2005,1955,,2013/01/19,,,read,,,,1,,,0,,,,,
7124495,El frío modifica la trayectoria de los peces,Pierre Szalowski,"Szalowski, Pierre",,"=""""","=""9788467236040""",5,3.50,"Círculo de Lectores, S.A.",Hardcover,211,2009,2000,,2013/01/19,,,read,,,,1,,,0,,,,,
12908184,Agua para elefantes,Sara Gruen,"Gruen, Sara",José Manuel Berástegui Rubio,"=""842047245X""","=""9788420472454""",5,4.09,Alfaguara,Paperback,472,2007,2006,,2013/01/19,,,read,,,,1,,,0,,,,,
49311,"El caballo y el muchacho (Las Crónicas de Narnia, #3)",C.S. Lewis,"Lewis, C.S.","Gemma Gallart, Pauline Baynes","=""8408057049""","=""9788408057048""",3,3.91,Destino ,Hardcover,278,2005,1954,,2013/01/19,,,read,,,,1,,,0,,,,,
6071933,La Emperatriz de los Etéreos,Laura Gallego García,"García, Laura Gallego",,"=""8420472700""","=""9788420472706""",3,3.80,Alfaguara,Hardcover,305,2007,2007,,2013/01/19,,,read,,,,1,,,0,,,,,
2188353,"El valle de los lobos (Crónicas de la Torre, #1)",Laura Gallego García,"García, Laura Gallego",,"=""8467508892""","=""9788467508895""",4,4.06,SM,Hardcover,317,2006,2000,,2013/01/19,,,read,,,,1,,,0,,,,,
6361139,"La maldición del Maestro (Crónicas de la Torre, #2)",Laura Gallego García,"García, Laura Gallego",,"=""8467508906""","=""9788467508901""",4,3.96,SM,Hardcover,284,2008,2002,,2013/01/19,,,read,,,,1,,,0,,,,,
6361118,"La llamada de los muertos (Crónicas de la Torre, #3)",Laura Gallego García,"García, Laura Gallego",,"=""8467508914""","=""9788467508918""",4,4.04,SM,Hardcover,284,2008,2003,,2013/01/19,,,read,,,,1,,,0,,,,,
32181,Zelda's Cut,Philippa Gregory,"Gregory, Philippa",,"=""0006511775""","=""9780006511779""",3,2.97,HarperCollins Publishers,Paperback,432,2001,2000,,2013/01/19,,,read,,,,1,,,0,,,,,
6707001,"Fenris, el elfo  (Crónicas de la Torre, #4)",Laura Gallego García,"García, Laura Gallego",,"=""8467508833""","=""9788467508833""",4,3.92,SM,Hardcover,318,2006,2004,,2013/01/19,,,read,,,,1,,,0,,,,,
9870689,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""""","=""9788466646390""",2,4.04,Ediciones B,Paperback,408,2011,2010,,2013/01/19,,,read,,,,1,,,0,,,,,
2406473,David Copperfield,Charles Dickens,"Dickens, Charles",Marta Salís,"=""8484282007""","=""9788484282006""",5,3.99,Alba Editorial,Hardcover,1024,2003,1850,,2013/01/19,,,read,,,,1,,,0,,,,,
7677643,Materia Extraña,Juan José Gómez Cadenas,"Cadenas, Juan José Gómez",,"=""8467026634""","=""9788467026634""",5,3.31,"Espasa Calpe Mexicana, S.A.",Hardcover,441,2008,2008,,2013/01/19,,,read,,,,1,,,0,,,,,
6468666,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,"Armstrong, Kelley",,"=""1841497126""","=""9781841497129""",3,4.20,Orbit,Mass Market Paperback,391,2010,2010,,2013/01/19,,,read,,,,1,,,0,,,,,
5597552,"The Awakening (Darkest Powers, #2)",Kelley Armstrong,"Armstrong, Kelley",,"=""1841497118""","=""9781841497112""",3,4.14,Orbit,Paperback,357,2009,2009,,2013/01/19,,,read,,,,1,,,0,,,,,
8062418,Grimpow: El camino invisible,Rafael Ábalos,"Ábalos, Rafael",,"=""8467206136""","=""9788467206135""",3,3.36,Círculo de lectores,Hardcover,,2005,2005,,2013/01/19,,,read,,,,1,,,0,,,,,
10088270,Meg (Meg #1),Steve Alten,"Alten, Steve",,"=""8492431032""","=""9788492431038""",5,3.75,,,,,1997,,2013/01/19,,,read,,,,1,,,0,,,,,
1014326,"The Star Fraction (The Fall Revolution, #1)",Ken MacLeod,"MacLeod, Ken",,"=""1857238338""","=""9781857238334""",4,3.71,Orbit,Mass Market Paperback,468,1996,1995,,2013/01/19,,,read,,,,1,,,0,,,,,
6582957,"Ghosts of Ascalon (Guild Wars, #1)",Matt Forbeck,"Forbeck, Matt",Jeff Grubb,"=""1416589473""","=""9781416589471""",4,3.72,Pocket Star,Mass Market Paperback,370,2010,2010,2013/01/19,2013/01/14,gaming,gaming (#3),read,,,,1,,,0,,,,,
1137215,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,"Priest, Cherie",,"=""0765318415""","=""9780765318411""",0,3.51,Tor Books,Paperback,416,2009,2009,,2013/01/19,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
6285903,"Retribution Falls (Tales of the Ketty Jay, #1)",Chris Wooding,"Wooding, Chris",,"=""0575085150""","=""9780575085152""",0,3.97,Gollancz,Paperback,380,2009,2009,,2013/01/19,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2013/01/18,,,read,"The detail and realism will make you wonder if someone whispered in Your ear ""you love this book"" over and over when you were a kid.<br/><br/>The book brings to life a new, inmersive world in which EVERYTHING is perfect, everyone does what they are supposed to do but, in this perfect universe there is still room for the unexpected, for a whole story to take place.<br/><br/>You are going to love it. ",,,1,,,0,,,,,
9426484,"El sueño de los dioses (Saga de Tramórea, #3)",Javier Negrete,"Negrete, Javier",,"=""8445077899""","=""9788445077894""",5,3.94,Minotauro,Hardcover,448,2010,2010,,2013/01/12,fantasy,fantasy (#18),read,,,,1,,,0,,,,,
3012206,"El espíritu del mago (Saga de Tramórea, #2)",Javier Negrete,"Negrete, Javier",,"=""844507539X""","=""9788445075395""",5,4.19,Minotauro,Hardcover,712,2005,2005,,2013/01/12,fantasy,fantasy (#17),read,"should be read by everyone on the planet that likes epic fantasy. well paced, superb world building, complex characters....what else can anyone ask for?",,,1,,,0,,,,,
669541,"La espada de fuego (Saga de Tramórea, #1)",Javier Negrete,"Negrete, Javier",,"=""""","=""9788445074527""",5,3.98,Minotauro,Hardcover,458,2003,2003,,2013/01/12,fantasy,fantasy (#16),read,"me encanto este libro, el mundo esta perfectamente construido y es muy rico en detalles pero estan excelentemente llevado de modo que no es cansino ni intimidante.<br/><br/>realmente espero que obtenga el reconocimiento suficiente para ser traducido al ingles. excelente libro.<br/>--------------------------------------------------------<br/><br/>needs english translation ASAP!<br/>you should really read it.",,,1,,everyone,0,,,,,
3462638,"Poison Study (Study, #1)",Maria V. Snyder,"Snyder, Maria V.",,"=""0778327116""","=""9780778327110""",4,4.12,Mira,Paperback,409,2008,2005,,2013/01/11,fantasy,fantasy (#15),read,,,,1,,,0,,,,,
25701,The Wealth of Nations,Adam Smith,"Smith, Adam",Robert B. Reich,"=""0679783369""","=""9780679783367""",0,3.85,Modern Library,Paperback,1184,2000,1776,,2012/12/27,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
8535273,"The Dark and Hollow Places (The Forest of Hands and Teeth, #3)",Carrie Ryan,"Ryan, Carrie",,"=""0385738595""","=""9780385738590""",5,4.02,Delacorte Books for Young Readers,Hardcover,384,2011,2011,,2013/01/11,zombies,zombies (#4),read,,,,1,,,0,,,,,
6555517,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Carrie Ryan,"Ryan, Carrie",,"=""0385736843""","=""9780385736848""",5,3.90,Delacorte Press,Hardcover,416,2010,2010,,2013/01/11,zombies,zombies (#3),read,"liked even more than [b:The Forest of Hands and Teeth|3432478|The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)|Carrie Ryan|http://d.gr-assets.com/books/1320633297s/3432478.jpg|3473471]<br/>wait..is that even possible? i guess so. <br/>this one deals with the psicological inner self of the girl in a way that i can relate to more than in the first book. so yes.",,,1,EVERYONE THAT LIKES ZOMBIE BOOKS,,0,,,,,
3432478,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",Carrie Ryan,"Ryan, Carrie",,"=""0575090855""","=""9780575090859""",5,3.59,Gollancz,Paperback,310,2009,2009,,2013/01/11,zombies,zombies (#2),read,<br/>SUPERB.<br/><br/>big things dont need small words to describe them.<br/><br/><br/>,,,1,"EVERYONE THAT LIKES ZOMBIES, ROMANCE AND SUSPENSE",,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",5,4.04,Scholastic Press,Hardcover,390,2010,2010,,2013/01/11,fantasy,fantasy (#14),read,,,,1,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",3,4.29,Scholastic Press,Hardcover,391,2009,2009,,2013/01/11,fantasy,fantasy (#13),read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.33,Scholastic Press,Hardcover,374,2008,2008,,2013/01/11,fantasy,fantasy (#12),read,"4 years ago, when i was going to catch a plane to athens that lovely lady voice informs me over the speakers that my flight had been delayed, again, so instead of having a bitch fit i just headed over to one of those litle aiport libraries, and there it was, trashed in a corner like saying ""dont notice me"" but it was too late. <br/><br/>i got sooooooo hooked that by the time my flight came out i had already finished it and was looking for the second part before getting into the plane. (not to say that i had a 3-4h delay)<br/><br/>its one of those books that you can see where its going from page one but you still love it anyhow, just because you like where its going, the world building its quite awesome and the pacing great. even if i really liked this book, it cannot compare to the 2 following books, which i liked more, specially the last one.<br/><br/>you should read, even if just to shove off that obnoxious feeling that at least i got after watching the film.",,,1,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",5,3.88,Vintage,Paperback,226,2004,2003,,2013/01/11,,,read,,,,1,,,0,,,,,
16067631,La bibliotecaria de Auschwitz,Antonio G. Iturbe,"Iturbe, Antonio G.",,"=""""","=""9788408025832""",0,4.15,Editorial Planeta,ebook,538,2012,2012,,2013/01/08,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
6528980,"ソードアート・オンライン 1: アインクラッド [Sōdo āto onrain 1: Ainkuraddo] (Sword Art Online Light Novel, #1)",Reki Kawahara,"Kawahara, Reki","abec, あべし","=""4048677608""","=""9784048677608""",5,4.32,ASCII Media Works,Paperback,352,2009,2009,,2013/01/06,gaming,gaming (#1),read,"Loved the anime, loved the manga, and now after that loved the books. Easy to read,fun and even better: its gaming related.<br/>You should really have a look at it.",,,1,,,0,,,,,
6048518,"Mark of the Demon (Kara Gillian, #1)",Diana Rowland,"Rowland, Diana",,"=""0553592351""","=""9780553592351""",5,3.82,Random House Inc,Mass Market Paperback,370,2009,2009,2013/01/02,2012/12/14,fantasy,fantasy (#11),read,,,,1,,,0,,,,,
761575,House Atreides (Prelude to Dune #1),Brian Herbert,"Herbert, Brian",Kevin J. Anderson,"=""0553580272""","=""9780553580273""",5,3.76,Bantam Spectra,Paperback,704,2000,1999,,2012/12/26,fantasy,fantasy (#10),read,"<br/>Being a big fan of the Dune saga and everything Dune related really, i really liked this book, as it allows u to dig deeper onto the dune universe by showing you the story of the atreides house that led to its current state as shown in Dune.<br/>be prepared for action, romance and overall an all-nighter. ;P",,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",5,4.13,Ember,Paperback,208,2006,1993,,2012/12/26,fantasy,fantasy (#9),read,,,,1,,,0,,,,,
